loan_id,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,mths_since_last_major_derog
8520,0.0,8/1/01,0.0,,,10.0,0.0,3687,92.2,17.0,
8521,0.0,11/1/94,0.0,,,18.0,0.0,21285,34.0,38.0,
8522,0.0,5/1/98,3.0,,,9.0,0.0,15366,50.9,20.0,
8523,0.0,9/1/03,0.0,0.0,0.0,4.0,0.0,3534,54.4,4.0,
8524,0.0,9/1/01,1.0,70.0,,3.0,0.0,692,46.1,14.0,
8525,0.0,4/1/95,0.0,,,7.0,0.0,12755,64.4,20.0,
8526,0.0,7/1/02,1.0,,,8.0,0.0,4648,48.4,11.0,
8527,0.0,8/1/87,1.0,37.0,,12.0,0.0,18179,49.3,23.0,
8528,0.0,8/1/03,0.0,,,16.0,0.0,12969,46.3,29.0,
8529,0.0,1/1/96,0.0,,,8.0,0.0,22647,37.6,29.0,
8530,0.0,6/1/00,1.0,46.0,,13.0,0.0,13883,83.1,52.0,
8531,0.0,4/1/96,0.0,56.0,,5.0,0.0,1894,78.9,24.0,
8532,0.0,11/1/94,0.0,,,5.0,0.0,14159,44.4,15.0,
8533,0.0,5/1/00,1.0,,,9.0,0.0,17936,68.1,29.0,
8534,0.0,6/1/91,3.0,49.0,,18.0,0.0,10793,20.7,59.0,
8535,0.0,11/1/94,0.0,,106.0,6.0,1.0,0,0.0,27.0,
8536,0.0,5/1/97,3.0,,,8.0,0.0,11372,49.7,19.0,
8537,0.0,12/1/90,2.0,49.0,,11.0,0.0,6607,44.6,32.0,
8538,0.0,9/1/98,0.0,,,10.0,0.0,8890,69.5,23.0,
8539,0.0,10/1/01,1.0,,,6.0,0.0,10945,99.5,8.0,
8540,0.0,5/1/04,2.0,24.0,0.0,3.0,0.0,1153,75.8,4.0,
8541,1.0,11/1/03,1.0,13.0,,6.0,0.0,2812,54.1,27.0,
8542,0.0,10/1/96,3.0,45.0,,4.0,0.0,5056,91.9,12.0,
8543,0.0,3/1/97,4.0,,,14.0,0.0,108432,74.5,35.0,
8544,0.0,8/1/95,1.0,0.0,0.0,22.0,0.0,3050,2.9,49.0,
8545,0.0,10/1/97,1.0,,,2.0,0.0,0,0.0,9.0,
8546,0.0,9/1/91,0.0,,,6.0,0.0,12263,93.6,11.0,
8547,0.0,9/1/96,1.0,57.0,,7.0,0.0,3340,79.5,17.0,
8548,0.0,7/1/06,0.0,,,9.0,0.0,6205,91.5,13.0,
8549,0.0,2/1/94,0.0,,,9.0,0.0,11451,47.9,30.0,
8550,0.0,7/1/96,1.0,36.0,,14.0,0.0,8781,14.8,37.0,
8551,0.0,9/1/99,4.0,,,11.0,0.0,32573,65.0,20.0,
8552,0.0,5/1/03,0.0,,,7.0,0.0,13455,74.3,10.0,
8553,0.0,2/1/06,4.0,,,5.0,0.0,29,0.5,10.0,
8554,0.0,2/1/90,2.0,,,3.0,0.0,2124,81.7,5.0,
8555,0.0,12/1/89,0.0,,,15.0,0.0,17817,43.2,33.0,
8556,0.0,1/1/93,1.0,,,12.0,0.0,29009,61.1,28.0,
8557,1.0,2/1/92,0.0,12.0,,21.0,0.0,2913,13.8,49.0,
8558,0.0,12/1/01,0.0,45.0,,14.0,0.0,10163,33.3,31.0,
8559,0.0,7/1/99,0.0,,,9.0,0.0,12658,53.4,20.0,
8560,0.0,8/1/05,0.0,,,7.0,0.0,8522,52.9,8.0,
8561,0.0,2/1/81,0.0,,,8.0,0.0,14357,58.4,24.0,
8562,0.0,11/1/94,0.0,,,5.0,0.0,15373,89.4,11.0,
8563,1.0,3/1/82,0.0,23.0,,11.0,0.0,10655,28.7,28.0,
8564,0.0,10/1/02,0.0,55.0,,2.0,0.0,1992,86.6,13.0,
8565,0.0,8/1/84,0.0,,,9.0,0.0,12897,31.9,20.0,
8566,0.0,1/1/98,1.0,70.0,0.0,1.0,0.0,0,,4.0,
8567,0.0,1/1/98,0.0,79.0,,15.0,0.0,9004,84.1,25.0,
8568,0.0,8/1/05,0.0,,,5.0,0.0,843,30.1,6.0,
8569,0.0,10/1/04,1.0,,,6.0,0.0,4916,69.2,9.0,
8570,0.0,12/1/04,0.0,,,14.0,0.0,5214,66.8,16.0,
8571,0.0,10/1/80,1.0,,,23.0,0.0,14919,23.8,32.0,
8572,0.0,1/1/93,0.0,,,11.0,0.0,6995,51.8,35.0,
8573,0.0,2/1/95,5.0,38.0,,12.0,0.0,28045,51.8,30.0,
8574,1.0,1/1/01,0.0,18.0,,8.0,0.0,5081,21.7,33.0,
8575,0.0,2/1/88,4.0,,102.0,6.0,1.0,13771,78.2,16.0,
8576,0.0,11/1/94,5.0,,,10.0,0.0,15812,88.1,33.0,
8577,0.0,12/1/95,0.0,,115.0,5.0,1.0,13103,53.5,32.0,
8578,0.0,12/1/98,0.0,,,10.0,0.0,3735,42.4,29.0,
8579,0.0,8/1/00,3.0,62.0,,11.0,0.0,2205,45.0,18.0,
8580,0.0,12/1/97,1.0,43.0,,16.0,0.0,2174,5.7,45.0,
8581,0.0,6/1/99,0.0,,,4.0,0.0,13717,37.8,21.0,
8582,3.0,8/1/89,1.0,15.0,,7.0,0.0,1203,57.3,25.0,
8583,0.0,10/1/04,1.0,,,8.0,0.0,14045,85.6,14.0,
8584,0.0,7/1/95,0.0,66.0,,6.0,0.0,9517,88.9,12.0,
8585,0.0,1/1/94,6.0,29.0,,20.0,0.0,40407,63.5,36.0,
8586,0.0,10/1/99,1.0,,,15.0,0.0,228,11.4,42.0,
8587,0.0,8/1/88,1.0,33.0,,10.0,0.0,22815,39.1,25.0,
8588,0.0,10/1/03,1.0,,,8.0,0.0,1099,8.8,17.0,
8589,0.0,3/1/94,0.0,,,8.0,0.0,55821,95.8,22.0,
8590,0.0,7/1/02,0.0,35.0,,7.0,0.0,7876,77.2,18.0,
8591,0.0,10/1/87,1.0,39.0,,8.0,0.0,163,3.2,30.0,
8592,0.0,6/1/88,2.0,,,8.0,0.0,70388,70.5,22.0,
8593,0.0,11/1/02,1.0,,,10.0,0.0,10470,79.9,24.0,
8594,0.0,8/1/05,0.0,,,4.0,0.0,12560,53.0,7.0,
8595,0.0,12/1/94,0.0,,,16.0,0.0,21555,46.8,29.0,
8596,0.0,8/1/03,2.0,,,8.0,0.0,10559,44.5,17.0,
8597,0.0,3/1/98,0.0,,,8.0,0.0,16771,66.6,26.0,
8598,0.0,11/1/91,1.0,,,5.0,0.0,11385,51.1,8.0,
8599,0.0,7/1/98,0.0,28.0,,14.0,0.0,24941,31.4,43.0,
8600,0.0,10/1/94,1.0,,,12.0,0.0,52616,58.2,25.0,
8601,1.0,8/1/88,2.0,3.0,97.0,5.0,1.0,4127,29.1,11.0,
8602,0.0,7/1/90,2.0,,,13.0,0.0,67128,31.3,31.0,
8603,4.0,4/1/05,3.0,12.0,,2.0,0.0,0,0.12,8.0,
8604,0.0,9/1/83,1.0,,,12.0,0.0,3467,19.5,15.0,
8605,0.0,3/1/89,3.0,25.0,,7.0,0.0,10506,35.4,23.0,
8606,0.0,1/1/00,0.0,53.0,,14.0,0.0,28313,41.7,22.0,
8607,0.0,10/1/98,1.0,71.0,,10.0,0.0,20074,42.2,22.0,
8608,0.0,2/1/05,2.0,40.0,,6.0,0.0,3214,74.7,12.0,
8609,0.0,11/1/02,0.0,,,9.0,0.0,7512,36.5,14.0,
8610,0.0,10/1/03,1.0,,,6.0,0.0,23806,60.6,7.0,
8611,0.0,10/1/03,1.0,,,8.0,0.0,6458,32.9,15.0,
8612,0.0,10/1/97,1.0,42.0,106.0,8.0,1.0,6856,40.1,18.0,
8613,0.0,4/1/88,3.0,40.0,,18.0,0.0,16965,51.3,44.0,
8614,1.0,3/1/01,3.0,16.0,,8.0,0.0,296,1.8,28.0,
8615,1.0,9/1/90,0.0,20.0,0.0,6.0,0.0,19708,37.1,16.0,
8616,0.0,5/1/98,1.0,,,15.0,0.0,2688,23.2,23.0,
8617,0.0,10/1/99,0.0,,,6.0,0.0,19243,63.5,12.0,
8618,0.0,9/1/93,1.0,,,6.0,0.0,13764,82.9,19.0,
8619,0.0,2/1/04,0.0,,,5.0,0.0,6975,46.8,15.0,
8620,0.0,3/1/98,4.0,,,8.0,0.0,15968,28.6,13.0,
8621,0.0,3/1/94,0.0,31.0,,11.0,0.0,21231,53.1,33.0,
8622,0.0,9/1/96,0.0,,,12.0,0.0,11606,15.5,34.0,
8623,0.0,2/1/01,3.0,38.0,,7.0,0.0,294,14.7,19.0,
8624,1.0,4/1/00,0.0,6.0,,5.0,0.0,2306,37.2,10.0,
8625,0.0,8/1/99,0.0,32.0,,4.0,0.0,457,18.0,13.0,
8626,0.0,3/1/04,0.0,,,7.0,0.0,172,0.9,14.0,
8627,0.0,10/1/00,3.0,,,6.0,0.0,10078,42.7,34.0,
8628,0.0,8/1/95,0.0,,,7.0,0.0,23385,35.7,16.0,
8629,0.0,6/1/04,1.0,39.0,,15.0,0.0,15391,56.5,34.0,
8630,6.0,1/1/77,0.0,7.0,112.0,12.0,1.0,865,5.8,32.0,
8631,1.0,4/1/78,0.0,1.0,,8.0,0.0,5979,11.9,27.0,
8632,0.0,12/1/93,0.0,,,12.0,0.0,16210,59.4,46.0,
8633,0.0,9/1/98,0.0,,,12.0,0.0,695,26.8,24.0,
8634,0.0,2/1/07,0.0,,,6.0,0.0,4929,44.8,9.0,
8635,0.0,10/1/89,2.0,,,13.0,0.0,28594,67.0,48.0,
8636,0.0,12/1/88,2.0,,,10.0,0.0,0,0.0,33.0,
8637,0.0,10/1/01,4.0,,,10.0,0.0,5774,21.4,23.0,
8638,0.0,5/1/92,0.0,,,8.0,0.0,20210,70.4,20.0,
8639,0.0,11/1/90,1.0,,,10.0,0.0,1196,4.1,21.0,
8640,0.0,1/1/99,2.0,,,9.0,0.0,15386,63.1,19.0,
8641,0.0,4/1/96,0.0,,,8.0,0.0,12491,90.4,15.0,
8642,0.0,11/1/98,0.0,,,11.0,0.0,14345,83.9,25.0,
8643,0.0,5/1/97,0.0,,,16.0,0.0,23779,72.9,23.0,
8644,0.0,9/1/91,0.0,36.0,,9.0,0.0,9916,55.7,20.0,
8645,0.0,12/1/87,1.0,,,14.0,0.0,21175,44.6,46.0,
8646,0.0,12/1/98,0.0,0.0,0.0,17.0,0.0,29884,43.6,27.0,
8647,0.0,12/1/99,1.0,,,6.0,0.0,12657,68.4,19.0,
8648,0.0,9/1/04,2.0,40.0,,4.0,0.0,2277,37.3,13.0,
8649,1.0,2/1/95,0.0,22.0,,6.0,0.0,3900,43.7,17.0,
8650,0.0,2/1/02,1.0,,,6.0,0.0,2215,10.9,14.0,
8651,0.0,8/1/89,0.0,,,9.0,0.0,3502,15.0,27.0,
8652,0.0,12/1/95,1.0,56.0,,19.0,0.0,9181,17.2,45.0,
8653,0.0,4/1/04,0.0,,,2.0,0.0,4212,47.9,6.0,
8654,0.0,2/1/06,0.0,,,3.0,0.0,261,87.0,4.0,
8655,0.0,3/1/06,1.0,,,6.0,0.0,1800,32.7,10.0,
8656,0.0,2/1/03,4.0,,,10.0,0.0,2917,6.0,23.0,
8657,0.0,6/1/00,0.0,,,6.0,0.0,24926,59.3,13.0,
8658,0.0,11/1/95,1.0,49.0,,9.0,0.0,1645,29.9,32.0,
8659,0.0,3/1/92,0.0,,,8.0,0.0,16136,25.0,13.0,
8660,0.0,7/1/88,0.0,38.0,,10.0,0.0,9902,39.9,29.0,
8661,0.0,9/1/95,0.0,,,11.0,0.0,5511,17.1,19.0,
8662,0.0,6/1/94,1.0,34.0,,5.0,0.0,6731,48.8,23.0,
8663,0.0,8/1/01,2.0,,,6.0,0.0,19609,73.7,12.0,
8664,1.0,9/1/99,0.0,18.0,,19.0,0.0,6056,10.9,48.0,
8665,0.0,10/1/97,0.0,,,5.0,0.0,6917,72.8,9.0,
8666,0.0,3/1/98,2.0,57.0,,15.0,0.0,4843,36.7,24.0,
8667,0.0,3/1/85,0.0,24.0,,7.0,0.0,0,0.0,15.0,
8668,0.0,11/1/98,2.0,,,13.0,0.0,18688,71.1,49.0,
8669,0.0,9/1/96,1.0,,117.0,7.0,1.0,5664,33.1,29.0,
8670,0.0,11/1/04,0.0,,,12.0,0.0,2634,36.1,16.0,
8671,0.0,12/1/97,0.0,0.0,0.0,20.0,0.0,36467,62.9,38.0,
8672,0.0,2/1/05,3.0,,,2.0,0.0,591,84.4,6.0,
8673,0.0,6/1/99,0.0,,,6.0,0.0,7517,57.4,17.0,
8674,0.0,1/1/92,1.0,46.0,,6.0,0.0,15955,53.7,39.0,
8675,0.0,5/1/78,0.0,,,8.0,0.0,52045,73.9,14.0,
8676,0.0,5/1/99,0.0,,,13.0,0.0,31994,93.5,29.0,
8677,0.0,5/1/01,0.0,,,8.0,0.0,9430,45.3,12.0,
8678,0.0,10/1/89,0.0,,,7.0,0.0,18640,44.9,20.0,
8679,0.0,11/1/03,1.0,32.0,,11.0,0.0,6362,64.9,21.0,
8680,0.0,3/1/00,5.0,28.0,,20.0,0.0,48214,68.4,29.0,
8681,1.0,10/1/05,0.0,23.0,,4.0,0.0,7973,87.5,9.0,
8682,0.0,11/1/86,0.0,46.0,,8.0,0.0,2748,31.4,29.0,
8683,0.0,6/1/05,7.0,,,8.0,0.0,8136,36.5,11.0,
8684,0.0,3/1/05,1.0,,,11.0,0.0,21831,72.0,18.0,
8685,0.0,10/1/98,0.0,,,9.0,0.0,19302,95.1,17.0,
8686,0.0,4/1/00,0.0,,,9.0,0.0,760,2.9,19.0,
8687,0.0,5/1/93,1.0,,,9.0,0.0,14829,21.8,20.0,
8688,0.0,12/1/96,2.0,,,12.0,0.0,26394,67.8,25.0,
8689,0.0,4/1/92,0.0,,,9.0,0.0,4425,36.0,25.0,
8690,0.0,11/1/04,5.0,,,6.0,0.0,6999,29.2,10.0,
8691,1.0,12/1/96,1.0,7.0,,9.0,0.0,7143,40.1,19.0,
8692,1.0,11/1/89,1.0,15.0,,10.0,0.0,20048,85.7,40.0,
8693,0.0,8/1/74,0.0,,,8.0,0.0,35803,79.2,18.0,
8694,0.0,11/1/98,0.0,38.0,,8.0,0.0,5395,71.9,13.0,
8695,0.0,3/1/98,3.0,50.0,,7.0,0.0,5595,36.8,16.0,
8696,0.0,1/1/03,0.0,,,8.0,0.0,26224,56.8,22.0,
8697,0.0,10/1/00,2.0,,,6.0,0.0,12970,66.2,16.0,
8698,0.0,3/1/01,0.0,,,5.0,0.0,13846,81.9,15.0,
8699,0.0,6/1/99,1.0,,,9.0,0.0,13720,50.4,18.0,
8700,0.0,5/1/99,0.0,,,4.0,0.0,16854,96.3,24.0,
8701,0.0,4/1/00,1.0,50.0,,7.0,0.0,22570,94.0,27.0,
8702,0.0,12/1/98,7.0,67.0,,3.0,0.0,2298,53.5,14.0,
8703,0.0,1/1/01,1.0,75.0,,9.0,0.0,627,41.8,20.0,
8704,0.0,9/1/99,0.0,,,6.0,0.0,1763,26.3,20.0,
8705,1.0,1/1/99,1.0,20.0,,10.0,0.0,17414,79.5,18.0,
8706,0.0,7/1/04,0.0,56.0,,8.0,0.0,3408,87.4,22.0,
8707,0.0,10/1/02,1.0,,,7.0,0.0,11960,78.7,21.0,
8708,0.0,1/1/05,0.0,,,5.0,0.0,9390,83.8,5.0,
8709,0.0,9/1/97,1.0,62.0,,12.0,0.0,28960,22.2,19.0,
8710,0.0,4/1/00,0.0,,,9.0,0.0,14257,49.8,25.0,
8711,0.0,2/1/95,3.0,,,12.0,0.0,47014,96.5,33.0,
8712,0.0,3/1/97,2.0,,,10.0,0.0,186,0.7,17.0,
8713,0.0,11/1/98,0.0,,,12.0,0.0,16455,83.1,37.0,
8714,0.0,11/1/02,2.0,,,10.0,0.0,1518,17.0,31.0,
8715,0.0,10/1/91,1.0,38.0,,6.0,0.0,6274,84.3,11.0,
8716,0.0,10/1/90,4.0,,,10.0,0.0,172716,90.4,30.0,
8717,0.0,1/1/00,1.0,37.0,,9.0,0.0,20616,42.2,14.0,
8718,0.0,10/1/02,1.0,30.0,113.0,10.0,1.0,13461,82.6,17.0,
8719,0.0,6/1/89,0.0,,,12.0,0.0,13068,55.4,21.0,
8720,0.0,9/1/02,0.0,,,9.0,0.0,3794,29.4,9.0,
8721,0.0,7/1/04,1.0,,,6.0,0.0,2686,24.1,8.0,
8722,0.0,8/1/05,0.0,29.0,,5.0,0.0,2738,29.6,8.0,
8723,0.0,1/1/96,1.0,,,3.0,0.0,16180,76.7,13.0,
8724,1.0,9/1/00,0.0,7.0,,9.0,0.0,2491,24.2,30.0,
8725,1.0,12/1/00,0.0,8.0,,4.0,0.0,4981,95.8,8.0,
8726,0.0,6/1/95,0.0,71.0,,5.0,0.0,7878,71.6,20.0,
8727,0.0,5/1/00,2.0,52.0,,12.0,0.0,9885,58.1,25.0,
8728,0.0,5/1/04,0.0,,,11.0,0.0,5935,18.1,13.0,
8729,0.0,7/1/94,0.0,,,9.0,0.0,34930,81.2,23.0,
8730,0.0,7/1/04,0.0,,,4.0,0.0,7479,52.3,6.0,
8731,1.0,7/1/72,1.0,15.0,,8.0,0.0,46268,92.9,21.0,
8732,0.0,6/1/00,0.0,64.0,,6.0,0.0,11550,61.3,23.0,
8733,0.0,10/1/00,0.0,,,7.0,0.0,13004,79.8,12.0,
8734,0.0,10/1/06,1.0,,,5.0,0.0,5385,58.5,8.0,
8735,0.0,5/1/03,0.0,37.0,,6.0,0.0,350,9.5,11.0,
8736,0.0,2/1/01,0.0,,,11.0,0.0,1275,15.4,23.0,
8737,0.0,7/1/88,0.0,,,6.0,0.0,13320,56.4,11.0,
8738,1.0,11/1/99,0.0,14.0,,7.0,0.0,4668,86.4,24.0,
8739,0.0,3/1/00,0.0,73.0,,13.0,0.0,16189,35.8,31.0,
8740,0.0,7/1/96,0.0,,,6.0,0.0,21691,43.4,12.0,
8741,2.0,5/1/97,2.0,11.0,109.0,10.0,1.0,6821,47.7,25.0,
8742,0.0,10/1/00,0.0,,,7.0,0.0,28790,63.9,22.0,
8743,0.0,7/1/98,1.0,0.0,0.0,7.0,0.0,11200,23.2,11.0,
8744,0.0,9/1/98,0.0,,,17.0,0.0,53884,65.1,44.0,
8745,0.0,11/1/94,4.0,,,16.0,0.0,14231,61.0,29.0,
8746,0.0,5/1/94,1.0,,114.0,16.0,1.0,12714,82.0,30.0,
8747,1.0,7/1/89,0.0,4.0,,13.0,0.0,84148,34.8,27.0,
8748,0.0,7/1/00,2.0,,,9.0,0.0,17613,76.6,20.0,
8749,0.0,6/1/01,1.0,,,5.0,0.0,0,0.0,13.0,
8750,0.0,1/1/94,0.0,45.0,,10.0,0.0,27800,92.7,38.0,
8751,0.0,9/1/90,2.0,,76.0,9.0,1.0,29381,88.2,18.0,
8752,0.0,11/1/96,0.0,,,17.0,0.0,34224,42.3,30.0,
8753,0.0,12/1/05,2.0,,,5.0,0.0,358,7.5,10.0,
8754,0.0,1/1/02,3.0,,,7.0,0.0,2989,52.4,8.0,
8755,0.0,10/1/06,1.0,,,15.0,0.0,6964,42.0,19.0,
8756,0.0,6/1/95,1.0,46.0,,11.0,0.0,36104,90.0,23.0,
8757,0.0,4/1/01,0.0,,,12.0,0.0,17583,53.9,23.0,
8758,0.0,4/1/00,1.0,,,3.0,0.0,8476,66.7,32.0,
8759,0.0,2/1/07,6.0,0.0,0.0,2.0,0.0,0,0.0,2.0,
8760,0.0,12/1/01,1.0,,,6.0,0.0,6691,83.6,13.0,
8761,0.0,2/1/84,1.0,69.0,,10.0,0.0,25212,46.6,33.0,
8762,0.0,1/1/06,2.0,,,6.0,0.0,9700,36.7,6.0,
8763,0.0,6/1/99,0.0,55.0,,13.0,0.0,11712,66.9,34.0,
8764,0.0,10/1/99,0.0,,,6.0,0.0,695,8.2,8.0,
8765,0.0,7/1/98,2.0,,,11.0,0.0,506,5.4,17.0,
8766,0.0,11/1/02,1.0,39.0,,11.0,0.0,10291,54.7,21.0,
8767,0.0,12/1/89,0.0,,,9.0,0.0,18873,46.4,24.0,
8768,0.0,10/1/00,0.0,,,10.0,0.0,17178,55.2,22.0,
8769,1.0,12/1/91,2.0,4.0,,14.0,0.0,5745,18.4,24.0,
8770,0.0,9/1/04,0.0,41.0,,8.0,0.0,13333,65.0,15.0,
8771,0.0,7/1/93,0.0,26.0,,5.0,0.0,195,2.5,20.0,
8772,0.0,12/1/01,1.0,,,22.0,0.0,10100,68.0,38.0,
8773,0.0,4/1/00,0.0,,,13.0,0.0,8323,78.5,30.0,
8774,0.0,6/1/95,1.0,57.0,,10.0,0.0,7642,28.2,33.0,
8775,0.0,1/1/86,0.0,,,11.0,0.0,25464,80.3,27.0,
8776,0.0,5/1/01,0.0,,,10.0,0.0,5052,50.2,21.0,
8777,0.0,12/1/02,1.0,50.0,,6.0,0.0,9309,36.4,15.0,
8778,1.0,6/1/82,2.0,9.0,,9.0,0.0,93192,74.4,27.0,
8779,0.0,11/1/88,0.0,,92.0,7.0,1.0,17523,35.9,11.0,
8780,0.0,6/1/96,0.0,,,8.0,0.0,8699,67.4,20.0,
8781,0.0,12/1/98,0.0,,,11.0,0.0,14551,42.2,32.0,
8782,0.0,2/1/99,3.0,,,5.0,0.0,26694,98.9,11.0,
8783,0.0,2/1/02,2.0,63.0,,7.0,0.0,437,8.4,13.0,
8784,0.0,6/1/03,0.0,29.0,,4.0,0.0,142,5.3,11.0,
8785,0.0,3/1/78,6.0,77.0,,17.0,0.0,11667,90.4,46.0,
8786,0.0,12/1/94,6.0,71.0,0.0,9.0,0.0,15918,101.4,16.0,
8787,0.0,8/1/07,2.0,,,6.0,0.0,9647,67.9,12.0,
8788,0.0,5/1/94,0.0,,,13.0,0.0,46698,46.7,33.0,
8789,0.0,10/1/05,3.0,,,8.0,0.0,4422,25.9,15.0,
8790,0.0,4/1/90,1.0,,,9.0,0.0,47643,82.6,35.0,
8791,0.0,7/1/00,0.0,,105.0,5.0,1.0,11014,61.5,13.0,
8792,1.0,2/1/97,1.0,20.0,,8.0,0.0,11542,40.6,16.0,
8793,0.0,9/1/04,1.0,0.0,0.0,3.0,0.0,1834,12.8,4.0,
8794,0.0,9/1/91,0.0,66.0,,10.0,0.0,7714,21.0,22.0,
8795,0.0,7/1/94,7.0,65.0,107.0,3.0,1.0,13328,93.9,12.0,
8796,0.0,3/1/94,1.0,52.0,,4.0,0.0,2108,10.9,19.0,
8797,1.0,12/1/03,1.0,18.0,,9.0,0.0,11807,78.7,11.0,
8798,0.0,8/1/99,1.0,40.0,,12.0,0.0,4712,56.8,27.0,
8799,0.0,11/1/98,0.0,,,10.0,0.0,3432,5.6,31.0,
8800,0.0,9/1/04,1.0,,,13.0,0.0,13389,40.3,13.0,
8801,0.0,9/1/93,0.0,62.0,,7.0,0.0,3599,59.0,25.0,
8802,0.0,3/1/02,0.0,,,6.0,0.0,3601,21.6,11.0,
8803,0.0,6/1/99,0.0,,110.0,5.0,1.0,11429,82.4,12.0,
8804,1.0,11/1/94,0.0,21.0,,10.0,0.0,4723,17.4,24.0,
8805,0.0,7/1/06,1.0,,,4.0,0.0,3639,38.3,4.0,
8806,0.0,10/1/01,2.0,48.0,,5.0,0.0,4545,48.9,20.0,
8807,0.0,1/1/97,5.0,27.0,38.0,10.0,1.0,6029,41.6,21.0,
8808,0.0,3/1/94,1.0,,,6.0,0.0,6616,24.4,13.0,
8809,0.0,2/1/90,1.0,,,8.0,0.0,20858,62.8,15.0,
8810,0.0,10/1/97,0.0,47.0,,5.0,0.0,9,3.0,12.0,
8811,0.0,1/1/04,0.0,,,10.0,0.0,10192,34.0,15.0,
8812,0.0,12/1/99,0.0,,,10.0,0.0,31675,55.2,37.0,
8813,0.0,9/1/69,2.0,,,15.0,0.0,68618,80.1,24.0,
8814,0.0,7/1/95,2.0,35.0,,13.0,0.0,34817,30.7,29.0,
8815,0.0,7/1/00,1.0,,,11.0,0.0,14323,52.3,32.0,
8816,0.0,7/1/94,2.0,,,9.0,0.0,9908,43.7,44.0,
8817,0.0,1/1/99,0.0,,93.0,13.0,1.0,7686,61.5,28.0,
8818,0.0,1/1/98,2.0,,,17.0,0.0,41695,87.0,41.0,
8819,0.0,2/1/00,0.0,,,6.0,0.0,2161,13.2,13.0,
8820,0.0,4/1/95,1.0,46.0,114.0,10.0,1.0,8625,99.1,22.0,
8821,0.0,3/1/99,2.0,76.0,,12.0,0.0,5727,13.7,25.0,
8822,0.0,7/1/03,0.0,,,4.0,0.0,576,8.9,7.0,
8823,0.0,7/1/92,0.0,,,9.0,0.0,57641,72.3,21.0,
8824,0.0,12/1/01,1.0,,,8.0,0.0,8588,20.2,14.0,
8825,0.0,1/1/90,1.0,34.0,,5.0,0.0,8010,39.3,18.0,
8826,0.0,11/1/94,2.0,,,10.0,0.0,21840,21.5,24.0,
8827,0.0,6/1/90,2.0,,,12.0,0.0,5256,15.6,36.0,
8828,0.0,4/1/06,1.0,,,10.0,0.0,2509,9.9,16.0,
8829,0.0,1/1/96,0.0,,,9.0,0.0,5642,26.7,40.0,
8830,0.0,8/1/84,0.0,,,7.0,0.0,13742,96.5,15.0,
8831,0.0,1/1/98,2.0,,,12.0,0.0,36171,53.0,27.0,
8832,0.0,9/1/96,2.0,,,4.0,0.0,4541,96.6,11.0,
8833,0.0,4/1/02,2.0,,,13.0,0.0,19976,81.2,17.0,
8834,0.0,8/1/94,4.0,,,27.0,0.0,34070,44.5,51.0,
8835,0.0,8/1/92,0.0,,,8.0,0.0,504,42.0,38.0,
8836,1.0,11/1/98,0.0,7.0,,8.0,0.0,6074,31.6,26.0,
8837,0.0,12/1/88,7.0,,,10.0,0.0,52427,70.6,28.0,
8838,0.0,5/1/02,0.0,,,17.0,0.0,17080,58.9,27.0,
8839,0.0,4/1/89,4.0,,,10.0,0.0,71965,76.6,35.0,
8840,0.0,8/1/99,3.0,,,9.0,0.0,5732,79.6,20.0,
8841,0.0,11/1/98,0.0,80.0,,5.0,0.0,8022,57.3,11.0,
8842,0.0,12/1/94,0.0,,,10.0,0.0,25965,89.3,32.0,
8843,0.0,9/1/90,0.0,,,7.0,0.0,60789,97.3,32.0,
8844,0.0,4/1/01,1.0,,,9.0,0.0,20154,79.4,27.0,
8845,1.0,2/1/98,0.0,8.0,,8.0,0.0,66958,69.7,36.0,
8846,0.0,3/1/05,0.0,,,3.0,0.0,5433,40.2,11.0,
8847,0.0,7/1/03,1.0,,,7.0,0.0,6231,18.9,12.0,
8848,0.0,9/1/99,0.0,,,20.0,0.0,16376,71.5,29.0,
8849,0.0,5/1/95,2.0,,,9.0,0.0,24495,39.0,14.0,
8850,0.0,8/1/07,0.0,,,12.0,0.0,3790,66.5,13.0,
8851,0.0,12/1/97,0.0,,,4.0,0.0,25274,93.6,5.0,
8852,0.0,7/1/95,0.0,,111.0,13.0,1.0,16525,61.0,23.0,
8853,0.0,10/1/06,7.0,,,8.0,0.0,1328,37.9,15.0,
8854,0.0,6/1/94,2.0,51.0,,11.0,0.0,6639,72.2,50.0,
8855,0.0,11/1/03,1.0,,,5.0,0.0,10247,54.5,8.0,
8856,0.0,7/1/88,4.0,,,6.0,0.0,38348,66.1,19.0,
8857,0.0,10/1/99,2.0,76.0,,9.0,0.0,19309,63.3,21.0,
8858,0.0,4/1/94,0.0,,,11.0,0.0,21040,64.3,28.0,
8859,0.0,2/1/96,0.0,,,17.0,0.0,27248,27.7,53.0,
8860,0.0,1/1/96,5.0,24.0,,5.0,0.0,139,0.4,22.0,
8861,0.0,11/1/86,7.0,52.0,,6.0,0.0,21293,3.4,9.0,
8862,0.0,12/1/03,2.0,,,4.0,0.0,3187,27.7,6.0,
8863,0.0,3/1/98,4.0,,,25.0,0.0,25466,32.4,62.0,
8864,0.0,11/1/93,0.0,67.0,,8.0,0.0,10074,38.5,23.0,
